constno,candidatename,party,criminalcases,education,age,totalassets,liabilities
96,K.anbazhagan,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,35,"Rs 1,47,38,163","Rs 27,69,000"
96,Muthukumarasamy.c,BJP,0,12th Pass,37,"Rs 1,64,65,000","Rs 32,00,000"
96,R.arulselvan,DMDK,0,12th Pass,49,"Rs 85,55,889","Rs 13,62,383"
97,S.pavunraj,AIADMK,0,10th Pass,58,"Rs 2,92,48,735","Rs 12,00,000"
97,Elanchezhiyan.t,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,40,"Rs 25,15,220",Rs 0
97,Kaliyaperumal.s,Naam Tamilar Katchi,0,Graduate,48,"Rs 32,66,500","Rs 35,00,000"
97,R.anbalagan,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 6 </span>",8th Pass,54,"Rs 23,75,000",Rs 0
98,Thamimun Ansari,AIADMK,0,Graduate,40,"Rs 24,23,277",Rs 0
98,Balraj.a,Pattali Makkal Katchi,0,8th Pass,39,"Rs 27,57,000","Rs 3,02,700"
98,Dr.sundaravadivelan.t,SHS,0,Doctorate,39,"Rs 1,00,94,500","Rs 26,50,000"
98,Durai.v,Makkalatchi Katchi,0,Others,39,"Rs 3,09,000",Rs 0
98,Kesavaraj.a,Tamilaga Makkal Munnetra Kazhagam,0,10th Pass,36,"Rs 10,40,800",Rs 0
98,Mahendran.r,AIFB,0,10th Pass,37,"Rs 1,99,498",Rs 0
98,Mohamed Jafarullah.a,Manithaneya Makkal Katchi,0,10th Pass,45,"Rs 6,17,212",Rs 0
98,Nethaji,BJP,0,10th Pass,41,"Rs 24,43,852","Rs 7,18,907"
98,Niraintha Selvam.t,Naam Tamilar Katchi,0,Others,45,"Rs 7,80,943","Rs 7,28,500"
98,Panneerselvam.r,BSP,0,5th Pass,54,"Rs 10,000",Rs 0
99,Mathivanan U,DMK,0,Graduate Professional,58,"Rs 44,90,089","Rs 23,35,347"
99,Jamraja.k,Tamilaga Makkal Munnetra Kazhagam,0,Others,38,"Rs 10,76,150","Rs 5,21,800"
99,Jayaprakash.k,BSP,0,Graduate,39,"Rs 10,500",Rs 0
99,Kumar S,BJP,0,5th Pass,30,"Rs 9,80,000",Rs 0
99,Meena N.,AIADMK,0,Post Graduate,35,"Rs 16,41,572",Rs 0
99,Vanitha A,Pattali Makkal Katchi,0,8th Pass,36,"Rs 2,21,000","Rs 18,000"
100,Manian.o.s,AIADMK,0,12th Pass,62,"Rs 1,13,08,289","Rs 21,82,018"
100,Murugavelu.s,BSP,0,Others,30,"Rs 15,000",Rs 0
100,Rajendiran.p.v,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,60,"Rs 11,95,47,588","Rs 14,74,898"
100,Susila.n,Tamizhaga Vaazhvurimai Katchi,0,Literate,32,"Rs 2,50,000",Rs 0
100,Usha Kannan,Pattali Makkal Katchi,0,Others,37,"Rs 12,82,796","Rs 2,14,497"
100,Vairavanathan.t,DMDK,0,Post Graduate,53,"Rs 1,04,85,742","Rs 4,92,694"
100,Vedarathinam.s.k,BJP,0,10th Pass,57,"Rs 84,38,350","Rs 6,73,500"
101,Saroja V,AIADMK,0,Post Graduate,68,"Rs 3,66,58,489","Rs 44,99,150"
101,Arunkumar S,Naam Tamilar Katchi,0,12th Pass,25,"Rs 11,93,470",Rs 0
101,Bharathi P,Kongunadu Makkal Desia Katchi,0,5th Pass,54,"Rs 2,50,000",Rs 0
101,Chinnathambi K,RPI(A),0,5th Pass,56,"Rs 11,000",Rs 0
101,Duraisamy V.p,DMK,0,Graduate Professional,66,"Rs 3,03,85,514",Rs 0
101,Kuppusamy C,BJP,0,Graduate Professional,49,"Rs 6,16,000",Rs 0
101,Pushpagandhi J,Pattali Makkal Katchi,0,12th Pass,43,"Rs 3,00,000",Rs 0
102,Chandrasekaran C,AIADMK,0,12th Pass,49,"Rs 1,56,72,998","Rs 25,00,000"
102,Anbuthambi R,Naam Tamilar Katchi,0,10th Pass,28,"Rs 67,000",Rs 0
102,Chinnusamy M,Kongunadu Makkal Desia Katchi,0,Illiterate,46,"Rs 6,48,450","Rs 1,00,000"
102,Manikandan P,Indiya Jananayaka Katchi,0,10th Pass,29,"Rs 25,000",Rs 0
102,Ponnusamy K,DMK,0,8th Pass,64,"Rs 83,79,179","Rs 1,05,000"
102,Sathiya M,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",12th Pass,35,"Rs 6,30,000",Rs 0
102,Susila K,Pattali Makkal Katchi,0,10th Pass,32,"Rs 3,00,000",Rs 0
103,Baskar. K.p.p,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,46,"Rs 2,65,53,527","Rs 39,42,723"
103,Chezhian. R,INC,0,Post Graduate,70,"Rs 8,82,02,082","Rs 36,30,676"
103,Chezhian. S,IND,0,Post Graduate,46,"Rs 15,44,670",Rs 0
103,Duraisamy E,Pattali Makkal Katchi,0,12th Pass,53,"Rs 84,78,600","Rs 19,06,171"
103,Kannaiyan R,IND,0,8th Pass,61,"Rs 41,74,045",Rs 0
103,Loganathan M,Naam Tamilar Katchi,0,Graduate Professional,32,"Rs 31,71,651",Rs 0
103,Matheswaran S,Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",10th Pass,44,"Rs 1,46,88,530","Rs 1,44,87,011"
103,Murugan. C,IND,0,10th Pass,42,"Rs 2,28,662",Rs 0
103,Muthusamy. M.p,Ganasangam Party of India,0,Post Graduate,59,"Rs 1,01,03,407","Rs 33,94,040"
103,Natarajan .m,IND,0,8th Pass,49,"Rs 1,64,55,000","Rs 36,87,270"
103,Palanisamy K,IND,0,Graduate,38,"Rs 65,20,000","Rs 1,33,002"
103,Perumal A,IND,0,10th Pass,63,"Rs 48,90,237",Rs 0
103,Rajendran. V,BJP,0,5th Pass,49,"Rs 19,23,284","Rs 2,82,200"
103,Yoganathan. N,Gandhiya Makkal Iyakkam,0,Graduate,36,"Rs 90,38,000","Rs 15,85,000"
104,Moorthiy. K. S,DMK,0,Graduate,53,"Rs 2,89,66,229","Rs 71,40,347"
104,Arul V,IND,0,12th Pass,45,"Rs 20,000",Rs 0
104,Deivasigamani G,Naam Tamilar Katchi,0,12th Pass,39,"Rs 26,20,533",Rs 0
104,Muthukumar . K,DMDK,0,Post Graduate,48,"Rs 4,31,92,831","Rs 63,07,720"
104,Rajendhiran. R,AIADMK,0,Post Graduate,51,"Rs 3,44,41,990","Rs 25,96,844"
104,Rajkumar. S,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 5 </span>",10th Pass,26,"Rs 7,42,696","Rs 21,071"
104,Ramasamy . P,IND,0,12th Pass,51,"Rs 2,26,000","Rs 78,000"
104,Ramesh. Pon,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Post Graduate,45,"Rs 17,50,000","Rs 4,52,000"
105,Saraswathi.pon,AIADMK,0,Graduate,55,"Rs 8,38,67,803","Rs 71,03,912"
105,Elangoavan Bar,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,61,"Rs 2,95,15,454","Rs 1,56,95,131"
105,Nagarajan S,BJP,0,Graduate Professional,56,"Rs 3,22,25,343","Rs 17,23,431"
105,Natarajan P,Naam Tamilar Katchi,0,Others,34,"Rs 18,46,740","Rs 1,35,300"
105,Raja S,Pattali Makkal Katchi,0,10th Pass,50,"Rs 36,15,934","Rs 22,42,858"
105,Viyajayakamal.j,DMDK,0,Post Graduate,37,"Rs 28,50,641","Rs 4,09,116"
106,P.thangamani,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,56,"Rs 1,63,36,008",Rs 0
106,Arunkumar G,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Others,27,"Rs 51,83,446","Rs 24,50,000"
106,Easwaran K,BJP,0,Others,37,"Rs 25,44,512","Rs 4,35,549"
106,Govindaraj A,CPI(ML)(L),0,Literate,55,"Rs 4,00,000",Rs 0
106,Kanchana N,IND,0,5th Pass,35,"Rs 5,95,000",Rs 0
106,Madeshwaran P A,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,44,"Rs 5,36,39,335","Rs 1,10,00,000"
106,Murthy S,Pattali Makkal Katchi,0,8th Pass,41,"Rs 50,25,000",Rs 0
106,Ponnusamy R,Kongunadu Makkal Desia Katchi,0,10th Pass,62,"Rs 36,31,500",Rs 0
106,Saravanan C,IND,0,5th Pass,38,"Rs 2,77,522",Rs 0
106,Selvaraj P,IND,0,8th Pass,55,"Rs 17,26,627","Rs 7,35,954"
106,Yuvaraj P,DMK,0,Post Graduate,41,"Rs 3,64,01,499",Rs 0
107,R.thamizhselvan,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate,42,"Rs 1,32,43,052","Rs 23,84,590"
107,A.gunasekaran,NCP,0,Post Graduate,43,"Rs 3,02,500",Rs 0
107,Arunkumar,Naam Tamilar Katchi,0,Graduate Professional,31,"Rs 1,17,20,779","Rs 55,32,357"
107,C.pichaimuthu,SHS,0,10th Pass,41,"Rs 10,11,000",Rs 0
107,K.rajendran,DMDK,0,Others,33,"Rs 1,22,26,681","Rs 6,00,750"
107,M.kaliyaperumal,BJP,0,12th Pass,44,"Rs 7,93,000","Rs 11,500"
107,M.sathiyaseelan,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,37,"Rs 15,45,151",Rs 0
107,P.balachandran,Kongunadu Makkal Desia Katchi,0,5th Pass,47,"Rs 1,92,284",Rs 0
107,P.gunalan,Tamilaga Makkal Munnetra Kazhagam,0,Others,33,"Rs 40,95,000",Rs 0
107,P.sivakami,DMK,0,Post Graduate,60,"Rs 7,88,53,830",Rs 0
108,R.t.ramachandran,AIADMK,0,8th Pass,43,"Rs 1,51,38,297","Rs 26,03,637"
108,Arul,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,35,"Rs 62,13,000","Rs 12,15,655"
108,Durairaj T,DMK,0,Graduate Professional,55,"Rs 3,66,96,414","Rs 6,33,299"
108,J.mohamed Shanavas,Viduthalai Chiruthaigal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,34,"Rs 20,32,307",Rs 0
108,Ragupathi A.v.r,Indiya Jananayaka Katchi,0,Post Graduate,33,"Rs 1,08,10,549","Rs 19,29,654"
108,Rajendran K,BSP,0,12th Pass,51,"Rs 4,15,000",Rs 0
108,Senthil Kumar M,IND,0,10th Pass,36,"Rs 7,72,770","Rs 3,00,000"
108,Senthilkumar P,IND,0,Graduate,41,"Rs 42,148",Rs 0
108,Srinivasan .v.p,LJP,0,5th Pass,53,"Rs 15,20,000",Rs 0
108,Vaithilingam G,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,42,"Rs 1,53,63,626","Rs 50,60,637"
109,Arumugam.b,AIADMK,0,Literate,54,"Rs 83,02,000",Rs 0
109,Anbarasan.k,DMK,0,Post Graduate,48,"Rs 60,27,000","Rs 22,68,244"
109,Chinnadurai.m,CPI(M),0,10th Pass,49,"Rs 13,49,885",Rs 0
109,Mohanraj.c,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,38,"Rs 3,73,000","Rs 2,64,912"
109,Palanimanickam.m,Pattali Makkal Katchi,0,8th Pass,43,"Rs 2,97,000",Rs 0
109,Palaniyappan Alias Puratchikavidhasan.m,BJP,0,Graduate Professional,45,"Rs 59,99,000",Rs 0
109,Sathiyamoorthy.n,Youth And Students Party,0,10th Pass,28,"Rs 25,20,500",Rs 0
109,Thavamoorthy.t,BSP,0,Graduate Professional,26,"Rs 25,000",Rs 0
109,Vanitha.r,CPI(ML)(L),0,Literate,45,"Rs 2,61,100",Rs 0
110,Vijaya Baskar C,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,42,"Rs 9,08,77,330","Rs 9,91,59,570"
110,Adaikalam N,Ezhuchi Tamilargal Munnetra Kazhagam,0,8th Pass,52,"Rs 5,91,000",Rs 0
110,Azhaguraja V,BSP,0,Others,40,"Rs 2,50,000",Rs 0
110,Kanagaraj G,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,30,"Rs 5,56,480","Rs 82,000"
110,Karthikeyan R,DMDK,0,10th Pass,37,"Rs 27,00,000","Rs 2,07,431"
110,Murugesan A,SP,0,10th Pass,32,"Rs 25,22,700","Rs 2,40,000"
110,Palaniappan M,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,49,"Rs 4,70,37,461","Rs 1,35,09,887"
110,Saravanadeva M,Namadhu Makkal Katchi,0,10th Pass,44,"Rs 9,94,646","Rs 1,76,000"
110,Sridhar K,Naam Tamilar Katchi,0,Graduate Professional,30,"Rs 10,000",Rs 0
111,Periyannan Arassu,DMK,0,Post Graduate,48,"Rs 1,22,12,707","Rs 27,58,075"
111,Jahir Hussain,DMDK,0,8th Pass,45,"Rs 80,60,000",Rs 0
111,Jeeva.a,BSP,0,12th Pass,47,"Rs 37,000",Rs 0
111,Kanagarajan.a,AIFB,0,Graduate,68,"Rs 30,60,000",Rs 0
111,Karthik Thondaiman,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,44,"Rs 12,70,25,215","Rs 56,00,000"
111,Kumar.g,Indiya Jananayaka Katchi,0,Post Graduate,35,"Rs 37,03,100","Rs 1,70,000"
111,Vellaisamy,Pattali Makkal Katchi,0,Graduate,53,"Rs 2,26,05,728",Rs 0
112,Regupathy S,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,65,"Rs 10,65,57,316",Rs 0
112,Chidambaram Pl.a,Tamil Maanila Congress (Moopanar),0,12th Pass,59,"Rs 42,34,03,703","Rs 3,50,000"
112,Palanichamy P,Tamilaga Makkal Munnetra Kazhagam,0,12th Pass,45,"Rs 10,18,000","Rs 2,50,000"
112,Palanisamy A,Tamizhaga Vaazhvurimai Katchi,0,5th Pass,59,"Rs 22,80,000",Rs 0
112,Suresh A,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Others,32,"Rs 51,000",Rs 0
112,Vadamalai P,BJP,0,8th Pass,44,"Rs 38,80,000",Rs 0
112,Vairamuthu Pk,AIADMK,0,12th Pass,61,"Rs 3,65,92,863","Rs 28,34,587"
113,Meyyanathan .siva .v,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,47,"Rs 88,58,088","Rs 6,65,000"
113,Arulmani .s,Pattali Makkal Katchi,0,Graduate Professional,42,"Rs 2,11,97,000","Rs 62,50,000"
113,Chandrasekaran . K,Marumalarchi Dravida Munnetra Kazhagam,0,Graduate,59,"Rs 3,61,92,389","Rs 13,69,720"
113,Gnana Kalaiselvan,AIADMK,0,Post Graduate,56,"Rs 1,47,29,382",Rs 0
113,Kala Durai,Naam Tamilar Katchi,0,10th Pass,42,"Rs 6,67,674",Rs 0
113,Rajendran .g,IND,0,12th Pass,35,"Rs 8,67,000","Rs 1,06,000"
113,Saravanan .a,Indiya Jananayaka Katchi,0,Others,41,"Rs 7,57,770","Rs 2,54,300"
113,Senthilraja .c,BSP,0,Others,42,"Rs 2,80,000",Rs 0
114,Rathinasabhapathy E,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,61,"Rs 1,12,90,000","Rs 36,85,775"
114,Abdul Jafaar S,IND,0,10th Pass,27,"Rs 1,56,000",Rs 0
114,Arul Justin Diraviam C,Tamilaga Makkal Munnetra Kazhagam,0,Graduate Professional,38,"Rs 2,13,000",Rs 0
114,Athmanathan P,IND,0,10th Pass,31,"Rs 4,12,000",Rs 0
114,Gemini Ganesan M,Indiya Jananayaka Katchi,0,10th Pass,58,"Rs 8,52,000",Rs 0
114,Kannaiya K,IND,0,Illiterate,70,"Rs 1,14,000",Rs 0
114,Kulam Mohamed M,SDPI,0,10th Pass,27,"Rs 1,56,000",Rs 0
114,Kuppusamy S,IND,0,5th Pass,50,"Rs 1,86,000",Rs 0
114,Loganathan P,CPI,0,Graduate Professional,40,"Rs 19,55,300","Rs 3,28,000"
114,Muthupalani P,IND,0,8th Pass,35,"Rs 5,02,000",Rs 0
114,Narasimhan H,IND,0,Graduate,55,"Rs 10,43,500",Rs 0
114,Ramachandran T,INC,0,Graduate Professional,35,"Rs 3,72,88,723","Rs 30,64,197"
114,Sakila Banu A,Naam Tamilar Katchi,0,Graduate,39,"Rs 8,40,000",Rs 0
114,Selvam K,Pattali Makkal Katchi,0,8th Pass,37,"Rs 1,03,55,000",Rs 0
114,Sethu Madhavan K,IND,0,Graduate,51,"Rs 1,41,564",Rs 0
114,Venugopal G,IND,0,5th Pass,54,"Rs 63,000",Rs 0
114,Xavier A,BSP,0,5th Pass,42,"Rs 1,00,000",Rs 0
115,Muthiah.s.dr,AIADMK,0,Post Graduate,59,"Rs 4,23,82,484","Rs 23,36,668"
115,Balaganapathy.v.pon,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,39,"Rs 1,75,30,714","Rs 6,06,588"
115,Govindan.v,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,61,"Rs 16,44,028","Rs 4,00,000"
115,Raja.k.p,IND,0,Graduate,31,"Rs 28,10,000","Rs 2,00,000"
115,Thangaraj.r,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,42,"Rs 51,62,161","Rs 20,00,000"
115,Thisaiveeran.u,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,52,"Rs 53,15,262","Rs 9,25,000"
115,V.hemalatha,Naam Tamilar Katchi,0,Post Graduate,32,"Rs 46,25,815",Rs 0
115,V.ravishankar,Tamizhaga Makkal Munnetra Kazhagam,0,Graduate,41,"Rs 1,36,000",Rs 0
116,Karunaas,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,46,"Rs 1,84,93,290","Rs 2,59,000"
116,Anbu Bagurudeen. N,NCP,0,5th Pass,60,"Rs 11,22,000",Rs 0
116,Dhevanathan Yadav.t,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Doctorate,55,"Rs 56,35,77,869","Rs 12,53,03,386"
116,Mahalingam.m,Samuga Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,41,"Rs 50,500",Rs 0
116,Manimaran.v,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,41,"Rs 63,95,000",Rs 0
116,Pandi. V,Pattali Makkal Katchi,0,Graduate,44,"Rs 23,05,588",Rs 0
116,Pappa.a,IND,0,8th Pass,49,"Rs 13,36,133",Rs 0
116,Rajiv Gandhi.r,Naam Tamilar Katchi,0,Graduate Professional,31,"Rs 10,62,244",Rs 0
116,Ramakrishnan.m,BSP,0,Graduate,37,"Rs 12,67,864","Rs 2,17,370"
116,Thivakaran. S.p,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 5 </span>",Graduate,51,"Rs 2,08,51,615",Rs 0
117,Manikandan.m,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Post Graduate,39,"Rs 4,46,38,453","Rs 1,10,000"
117,A.ramalingam,BSP,0,Graduate Professional,41,"Rs 5,67,500",Rs 0
117,J.thomas Jerone Kumar,Tamizhaga Vaazhvurimai Katchi,0,8th Pass,42,"Rs 20,000",Rs 0
117,Jahavarullah.m.h,Manithaneya Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Post Graduate,50,"Rs 3,38,88,977",Rs 0
117,Kannan.d,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,46,"Rs 2,82,32,339",Rs 0
117,M. Veeraragavan,Elutchi Tamilargal Munnettra Kazhagam,0,10th Pass,29,"Rs 6,00,000",Rs 0
117,M.sendurpandian,AIFB,0,5th Pass,46,"Rs 21,51,365","Rs 8,50,400"
117,Sanmugavel.s,IND,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,45,"Rs 17,07,000","Rs 9,18,282"
117,Singi Jinna M.a,DMDK,0,Post Graduate,46,"Rs 2,03,21,657","Rs 22,73,649"
117,Siva Kumar.k,Naam Tamilar Katchi,0,Post Graduate,39,"Rs 2,51,39,667","Rs 1,12,34,992"
118,S.pandi,INC,0,Graduate,69,"Rs 12,01,50,389",Rs 0
118,Balakrishnan P.,AIFB,0,Illiterate,52,"Rs 33,91,000",Rs 0
118,Jesudoss R.,Tamilaga Makkal Munnetra Kazhagam,0,Others,32,"Rs 13,00,000",Rs 0
118,M.keerthika,AIADMK,0,Post Graduate,39,"Rs 9,40,46,913","Rs 35,84,117"
118,M.p.chandran,IND,0,Post Graduate,59,"Rs 27,37,938",Rs 0
118,Mohamed Gaddaffe S.f.,Naam Tamilar Katchi,0,Doctorate,35,"Rs 1,42,000",Rs 0
118,R. Irulandi,Pattali Makkal Katchi,0,5th Pass,52,"Rs 7,28,000",Rs 0
119,Elamathi.e,IND,0,12th Pass,41,"Rs 8,08,976","Rs 5,60,737"
119,Ganesan.a,Kongunadu Makkal Desia Katchi,0,Literate,50,"Rs 5,95,000",Rs 0
119,Kumar.v,Valamaana Tamizhagam Katchi,0,5th Pass,44,"Rs 4,61,000",Rs 0
119,Moorthy.r,IND,0,12th Pass,42,"Rs 4,28,844","Rs 25,000"
119,Muthulakshmi.p,SP,0,10th Pass,33,"Rs 4,17,551","Rs 75,627"
119,Rekha Priyadharshini.j,DMK,0,Post Graduate,33,"Rs 27,55,050",Rs 0
119,Senthilkumar.p,Naam Tamilar Katchi,0,Post Graduate,39,"Rs 42,500","Rs 1,35,000"
119,Shanmugavel Murty.a,Pattali Makkal Katchi,0,Graduate,41,"Rs 62,78,000","Rs 12,34,000"
119,Sivagami Paramasivam,BJP,0,Doctorate,72,"Rs 28,79,631",Rs 0
119,Suba.r,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,36,"Rs 78,05,163","Rs 2,16,468"
120,Sakthivel A B,AIADMK,0,12th Pass,45,"Rs 1,04,79,524","Rs 4,70,000"
120,Annadurai N,BJP,0,12th Pass,48,"Rs 29,48,620",Rs 0
120,Elango R C,Kongunadu Makkal Desia Katchi,0,5th Pass,50,"Rs 2,47,000","Rs 10,000"
120,Gunasekaran M,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Post Graduate,61,"Rs 2,83,35,287","Rs 28,66,601"
120,Kumar K,Pattali Makkal Katchi,0,Graduate Professional,47,"Rs 47,31,837",Rs 0
120,Mahalingam N,United Communist Party of India,0,10th Pass,55,"Rs 1,51,710",Rs 0
120,Prema B,Naam Tamilar Katchi,0,Illiterate,42,"Rs 2,98,000",Rs 0
120,Ramesh Kumar N,NCP,0,Graduate,50,"Rs 11,31,000",Rs 0
120,Solarajan M,BSP,0,Graduate,31,"Rs 26,000",Rs 0
121,Rajendran.r,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,56,"Rs 1,86,55,750","Rs 20,00,000"
121,Amjath Basha.a,SDPI,0,5th Pass,61,"Rs 2,95,500",Rs 0
121,Devadass.r,Tamil Maanila Congress (Moopanar),"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,63,"Rs 6,03,12,979","Rs 16,57,924"
121,Gopinath.r.p,BJP,0,10th Pass,44,"Rs 33,63,958",Rs 0
121,Govindaraj.k,IND,0,8th Pass,45,"Rs 80,300",Rs 0
121,Kathir Raasaratinam,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Others,44,"Rs 1,28,10,009","Rs 24,64,215"
121,Kovendhan.r,Naam Tamilar Katchi,0,Graduate,36,"Rs 11,29,000",Rs 0
121,Latha.b,RPI(A),"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",10th Pass,41,"Rs 30,000",Rs 0
121,Palanivel.k,IND,0,5th Pass,59,"Rs 2,00,000",Rs 0
121,Ponnusamy.v,BSP,0,10th Pass,59,"Rs 4,41,000",Rs 0
121,Ponnuthambi.s,RPI,0,10th Pass,43,"Rs 71,100",Rs 0
121,Sabbapathi.m,Youth And Students Party,0,Graduate,32,"Rs 3,62,692","Rs 3,16,022"
121,Saravanan.k.r.s,AIADMK,0,Graduate Professional,42,"Rs 1,23,18,898",Rs 0
121,Saravanan.m,NCP,0,Graduate Professional,27,"Rs 5,07,500","Rs 3,00,000"
121,Senkottuvel.c,Kongunadu Makkal Desia Katchi,0,Not Given,57,"Rs 40,000",Rs 0
122,Venkatachalam.g,AIADMK,0,8th Pass,51,"Rs 1,74,66,567","Rs 32,13,730"
122,Alagaapuram R. Mohanraj,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",12th Pass,62,"Rs 2,67,99,346","Rs 25,56,464"
122,Arivazhagan.p,Valamaana Tamizhagam Katchi,0,10th Pass,55,"Rs 10,28,265",Rs 0
122,Arul.r,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate,44,"Rs 3,70,53,993","Rs 1,66,03,700"
122,Panneer Selvam.c.,DMK,0,12th Pass,64,"Rs 1,65,63,619","Rs 16,90,000"
122,Venkatachalam.r,Kongunadu Makkal Desia Katchi,0,12th Pass,46,"Rs 16,43,853","Rs 2,00,000"
123,S.raja,AIADMK,0,Post Graduate,49,"Rs 1,95,45,380","Rs 31,794"
123,A.c.murugesan,BJP,0,Post Graduate,57,"Rs 7,26,38,178","Rs 60,00,000"
123,Janaki.v,Naam Tamilar Katchi,0,Others,66,"Rs 52,85,622","Rs 2,25,027"
123,Murthy Kamarajar.m,Youth And Students Party,0,Others,31,"Rs 10,526",Rs 0
123,P.kannan,Pattali Makkal Katchi,0,Illiterate,53,"Rs 1,24,24,370",Rs 0
123,Saravanan.k,Kongunadu Makkal Desia Katchi,0,Graduate,38,"Rs 10,32,500","Rs 5,40,000"
123,T.k.rajeswaran,INC,0,Graduate Professional,70,"Rs 5,39,03,403","Rs 7,63,000"
123,Tamilselvi.v,IND,0,Not Given,41,"Rs 3,00,000",Rs 0
123,Tharani Selvan.a,IND,0,Graduate,35,"Rs 3,60,000","Rs 50,000"
124,Edappadi K. Palaniswami,AIADMK,0,12th Pass,62,"Rs 7,80,66,586","Rs 33,73,336"
124,Annadurai N,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 7 </span>",Graduate Professional,47,"Rs 4,02,88,115","Rs 57,91,472"
124,Kumaresan. M,IND,0,Others,60,"Rs 1,05,30,262","Rs 23,32,887"
124,N.srinivasan,Kongunadu Makkal Desia Katchi,0,Illiterate,36,"Rs 9,10,000","Rs 60,000"
124,P.a.murugesan,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,54,"Rs 1,13,97,061","Rs 33,44,956"
124,Palanisamy. K,NCP,0,Illiterate,42,"Rs 31,11,200",Rs 0
124,R.kuppayee,IND,0,12th Pass,36,"Rs 4,00,000",Rs 0
124,Sedhupathi,IND,0,Post Graduate,28,"Rs 6,74,000","Rs 5,00,000"
